CustomerID,year_month,monthly_txn_count,monthly_txn_amount
1377,2023-07,1,6484.76
1377,2023-08,1,2630.82
1377,2024-01,1,8687.56
1377,2024-02,1,9247.57
1377,2024-03,1,6022.56
1377,2024-11,1,7499.83
1377,2024-12,1,3056.47
1377,2025-01,1,1555.12
1377,2025-03,1,7277.47
1378,2022-12,1,8957.73
1378,2023-02,1,6087.0
1378,2023-03,1,8592.31
1378,2023-05,1,1597.78
1378,2024-01,1,1169.9
1378,2024-03,1,4627.9
1378,2024-06,1,8789.67
1378,2024-08,1,1277.91
1378,2024-10,1,6371.19
1378,2025-01,1,3701.15
1378,2025-05,1,4147.71
1379,2022-06,1,5649.68
1379,2022-08,1,3247.88
1379,2022-09,1,4097.94
1379,2022-12,1,4839.04
1379,2023-11,1,8762.53
1379,2023-12,1,1109.39
1379,2024-07,1,1204.31
1379,2024-08,1,7211.07
1379,2024-09,2,8470.71
1379,2024-11,1,8691.7
1381,2024-04,1,839.06
1381,2024-06,1,8467.8
1381,2025-04,1,4300.92
1384,2022-08,1,3670.32
1384,2022-09,1,4234.29
1384,2023-03,2,3933.8
1384,2023-04,1,4397.08
1384,2023-05,1,1636.81
1384,2024-06,1,2771.8
1384,2024-07,1,7221.27
1384,2024-11,1,2498.3
1384,2025-01,1,8313.49
1385,2022-08,1,7354.7
1385,2023-10,1,8185.67
1385,2024-01,1,6238.02
1385,2024-03,1,730.21
1385,2024-10,1,2263.98
1386,2022-06,1,2726.45
1386,2024-08,1,5292.84
1390,2022-11,1,6412.63
1390,2023-11,1,4461.66
1390,2023-12,1,1808.59
1390,2024-06,1,4222.04
1390,2024-09,1,9712.71
1390,2025-01,1,9398.23
1391,2022-05,1,7156.14
1391,2022-09,1,9861.12
1391,2022-10,1,9105.92
1391,2022-11,1,9236.55
1391,2023-08,1,3809.27
1391,2023-12,1,5841.49
1391,2024-06,1,661.76
1391,2025-02,1,3242.12
1392,2022-06,1,5984.98
1392,2023-02,1,5499.33
1392,2023-03,1,325.51
1392,2023-06,1,1408.2
1392,2023-10,1,3186.83
1392,2023-11,1,8793.79
1392,2023-12,1,4992.67
1392,2024-03,1,1106.34
1392,2024-11,1,4252.65
1392,2025-01,2,17714.04
1394,2022-05,1,5446.97
1394,2022-07,1,1001.49
1394,2022-08,1,8975.88
1394,2023-03,1,115.39
1394,2023-08,1,8451.6
1394,2023-09,1,9812.63
1394,2024-10,1,7263.03
1394,2024-11,2,14471.720000000001
1394,2025-02,1,1442.73
1395,2022-08,1,8839.13
1395,2022-12,1,2613.54
1395,2024-05,2,5479.65
1395,2024-08,1,2811.08
1395,2025-01,1,5264.06
1397,2022-05,1,2980.02
1397,2022-08,1,9816.67
1397,2023-05,1,8220.83
1397,2024-07,1,591.59
1397,2024-08,1,3507.55
1397,2025-04,1,2915.43
1399,2023-03,1,4921.23
1399,2023-05,1,2297.8
1399,2024-02,1,344.33
1399,2025-04,1,7089.17
1400,2022-08,2,15334.529999999999
1400,2023-03,1,9238.0
1400,2023-05,1,6496.51
1400,2023-09,1,1109.92
1400,2023-10,1,3852.89
1400,2023-12,1,2569.85
1400,2024-07,1,8813.03
1401,2023-07,1,3551.72
1401,2023-08,1,1578.13
1401,2025-01,1,6059.04
1401,2025-03,1,2811.99
1403,2022-05,1,6705.31
1403,2022-06,1,4607.77
1403,2022-11,1,9650.77
1403,2024-05,1,8562.83
1405,2025-02,1,1514.88
1406,2022-07,1,5751.31
1406,2023-04,1,2547.84
1406,2024-01,1,5168.96
1406,2024-08,1,1278.27
1406,2025-03,1,876.73
1406,2025-05,1,1226.1
1407,2022-11,1,1587.28
1407,2023-04,1,7150.53
1408,2022-05,1,3358.37
1408,2022-06,1,6064.77
1408,2023-02,1,2800.05
1408,2023-03,2,15904.779999999999
1408,2023-11,1,7307.67
1408,2024-07,1,288.71
1408,2024-08,1,5382.93
1408,2024-11,1,404.31
1408,2025-02,1,882.8
1409,2022-07,1,3031.61
1409,2022-10,2,17334.199999999997
1409,2022-12,2,14391.849999999999
1409,2023-02,1,6894.75
1409,2023-04,1,4665.02
1409,2023-10,2,13228.84
1409,2023-11,2,11544.289999999999
1409,2023-12,1,9513.96
1409,2024-01,2,12337.960000000001
1409,2024-02,1,2137.42
1409,2024-03,1,9697.39
1409,2024-06,2,7473.280000000001
1409,2024-08,2,15262.439999999999
1409,2024-09,2,8158.16
1409,2024-10,1,1168.8
1409,2025-01,1,3106.23
1409,2025-02,1,9642.21
1410,2022-07,1,1265.88
1410,2022-08,2,9550.439999999999
1410,2023-08,1,3093.66
1410,2025-01,1,6066.96
1410,2025-03,1,6788.83
1410,2025-04,1,2775.86
1412,2023-05,1,8839.42
1412,2024-11,1,8414.46
1413,2022-05,1,7698.66
1413,2022-06,1,9020.22
1413,2023-01,1,1271.38
1413,2023-03,1,93.34
1413,2023-04,1,6170.93
1413,2025-05,1,3363.32
1414,2022-09,2,11213.039999999999
1414,2024-06,2,8912.720000000001
1414,2024-07,1,1781.31
1415,2022-06,1,8851.19
1415,2023-08,1,8783.01
1415,2023-09,1,7034.02
1415,2024-07,1,7778.94
1415,2024-08,1,2309.15
1415,2024-10,1,514.74
1415,2024-12,1,4150.52
1416,2022-06,1,2974.25
1416,2022-11,1,3449.94
1416,2023-09,2,3010.1099999999997
1416,2024-11,1,1869.01
1417,2022-10,1,9816.72
1417,2022-11,1,4103.62
1417,2023-01,2,11373.24
1417,2023-04,1,7651.61
1417,2023-06,1,3413.08
1417,2024-01,1,3627.16
1417,2024-03,1,5393.02
1417,2024-10,1,4506.45
1417,2024-11,1,7973.72
1417,2025-02,1,2985.26
1417,2025-03,2,14364.23
1418,2022-05,1,2046.12
1418,2022-06,1,9304.2
1418,2022-07,1,8464.07
1418,2022-12,2,8134.63
1418,2023-01,2,6070.9400000000005
1418,2023-02,1,5597.3
1418,2023-04,1,2612.81
1418,2023-09,1,9258.91
1418,2024-02,1,236.06
1418,2024-04,1,4084.47
1418,2024-05,2,4720.38
1418,2024-11,1,8627.89
1418,2024-12,1,9586.58
1418,2025-02,1,2423.37
1419,2023-05,1,2409.5
1419,2024-02,1,6984.8
1419,2024-07,1,2043.72
1419,2024-08,1,1347.92
1420,2023-05,1,4045.97
1420,2023-12,1,790.34
1420,2024-03,1,5735.49
1420,2024-11,1,5005.21
1421,2023-07,1,9429.42
1421,2024-09,1,266.35
1422,2024-11,1,1023.47
1422,2025-03,1,441.58
1422,2025-05,1,6045.06
1426,2022-07,1,3357.43
1426,2022-10,1,9042.17
1426,2023-03,1,2889.96
1426,2024-01,1,720.17
1426,2024-07,1,967.02
1426,2024-10,1,2738.99
1426,2024-12,1,6798.34
1427,2022-09,1,655.28
1427,2023-10,1,1780.85
1427,2024-03,1,7198.91
1427,2024-08,1,6977.58
1427,2024-09,1,1481.84
1427,2025-04,2,14265.529999999999
1428,2022-09,1,8064.78
1428,2023-12,1,5115.53
1428,2025-03,1,6777.31
1432,2022-11,1,9803.07
1432,2023-02,1,4406.04
1432,2023-03,1,3934.13
1432,2024-01,1,86.03
1432,2024-05,2,5389.77
1432,2025-03,2,10396.56
1433,2023-02,1,159.16
1433,2023-06,1,500.14
1434,2023-12,1,5155.8
1434,2024-07,1,8808.04
1435,2023-05,1,9475.21
1435,2023-12,2,16963.78
1435,2024-04,1,1029.51
1435,2024-06,1,5564.45
1435,2025-02,1,1032.75
1436,2022-05,1,8030.59
1436,2022-07,1,8618.19
1436,2022-11,1,5868.07
1436,2022-12,1,2446.58
1436,2023-04,1,6172.53
1436,2023-10,1,451.03
1436,2024-10,2,5010.78
1436,2024-12,1,8050.89
1436,2025-01,1,1977.5
1436,2025-02,1,5673.88
1439,2023-10,2,4173.56
1439,2023-11,1,8065.89
1439,2024-02,1,6884.88
1439,2024-03,2,10534.49
1439,2024-09,1,2231.02
1442,2023-10,1,4603.3
1442,2024-06,1,7050.08
1442,2024-08,1,6220.83
1443,2022-08,1,4954.99
1443,2022-09,1,5972.77
1443,2022-12,1,8009.25
1443,2023-06,1,6775.82
1443,2024-02,1,1896.5
1443,2024-10,1,8203.6
1444,2023-09,1,8266.03
1445,2023-02,1,6063.77
1445,2023-06,1,3634.5
1445,2023-09,1,6906.4
1445,2024-07,1,2720.96
1445,2024-11,1,959.8
1445,2025-02,1,8683.09
1445,2025-04,1,3710.34
1446,2022-10,1,9575.36
1446,2023-02,1,616.65
1446,2023-03,1,3230.38
1446,2023-04,1,9586.61
1446,2023-05,1,8764.23
1446,2023-07,2,12012.07
1446,2023-09,1,3400.72
1446,2024-02,2,11193.64
1446,2025-03,1,7440.88
1447,2022-08,1,1897.95
1447,2022-10,1,2482.76
1447,2022-12,1,7649.83
1447,2023-02,1,1291.24
1447,2023-06,1,7663.22
1447,2023-08,1,1057.84
1447,2023-11,1,3068.71
1447,2024-01,1,6997.17
1447,2024-05,1,5799.28
1447,2024-09,1,3111.43
1447,2024-10,1,8934.58
1447,2024-11,1,8702.2
1447,2025-01,2,4669.26
1447,2025-02,1,1242.87
1447,2025-04,1,5508.49
1448,2024-03,1,9739.29
1448,2025-02,1,4852.84
1450,2023-04,1,2196.84
1450,2024-04,1,2423.73
1450,2024-05,1,7432.88
1450,2024-11,1,9961.06
1451,2023-05,1,5877.0
1451,2024-01,1,7944.36
1451,2024-04,1,1776.48
1451,2024-11,1,712.83
1453,2023-04,1,2935.87
1453,2023-11,1,1219.75
1453,2024-07,1,643.77
1453,2024-08,1,2896.15
1453,2024-11,1,9062.19
1453,2025-02,1,9712.92
1456,2022-07,2,14254.97
1456,2023-04,1,8141.93
1456,2023-09,1,8691.17
1457,2023-05,1,7547.17
1458,2022-08,1,3405.1
1458,2023-04,1,2885.66
1458,2023-06,1,9497.46
1458,2023-07,1,7933.03
1458,2024-02,1,5040.45
1458,2024-09,1,8895.79
1458,2024-11,1,3052.74
1458,2025-01,2,5075.46
1459,2025-01,1,4802.36
1460,2022-07,1,9328.13
1460,2022-11,1,8475.23
1460,2023-01,1,7263.62
1460,2024-03,1,1489.1
1460,2024-08,1,2905.71
1460,2024-09,1,5794.88
1460,2024-11,1,1558.35
1460,2025-03,1,4675.49
1461,2022-07,1,5237.32
1461,2025-04,1,5083.78
1462,2024-10,1,6236.24
1463,2023-05,1,1174.46
1463,2023-08,1,6264.97
1463,2024-05,1,887.29
1463,2024-09,1,640.43
1463,2024-11,1,7201.01
1465,2023-03,1,2949.22
1465,2024-08,1,1458.25
1465,2024-11,1,5783.38
1466,2022-10,1,7110.72
1466,2022-12,1,2094.21
1466,2023-09,2,9162.599999999999
1466,2023-12,1,3846.01
1466,2024-01,1,1193.36
1466,2024-08,1,7800.65
1466,2024-11,1,2363.21
1466,2024-12,1,3178.41
1467,2022-05,1,3556.5
1467,2022-08,1,6573.7
1467,2022-10,1,8299.99
1467,2023-06,1,9737.08
1467,2023-07,1,6720.4
1467,2023-08,1,5260.33
1467,2023-12,1,1941.81
1467,2024-03,1,9358.17
1467,2024-05,1,5546.86
1467,2024-07,1,7539.24
1467,2024-12,1,6705.55
1467,2025-02,2,12932.939999999999
1470,2022-05,1,9121.35
1470,2023-04,1,9440.47
1470,2025-01,1,9258.7
1472,2022-10,1,9471.64
1472,2022-11,1,3415.66
1472,2023-03,1,2686.09
1472,2023-08,1,8623.06
1472,2023-11,1,5955.49
1472,2023-12,1,8711.39
1472,2024-03,1,6917.06
1472,2024-05,1,7409.06
1473,2023-11,1,5460.52
1475,2024-06,1,2099.67
1475,2024-07,1,1787.9
1476,2022-06,1,3005.35
1476,2022-12,1,8424.39
1476,2023-07,1,2109.87
1476,2024-08,2,11960.32
1477,2022-12,1,7353.99
1477,2024-03,1,2658.11
1477,2024-07,1,2780.29
1477,2024-12,1,5587.68
1479,2023-10,1,247.51
1479,2024-03,1,4468.19
1479,2024-06,1,2731.14
1479,2024-07,1,2198.27
1479,2025-05,1,3083.82
1480,2022-06,1,9610.12
1480,2022-08,1,9830.84
1480,2022-09,1,9629.74
1480,2023-02,1,7936.18
1480,2023-05,1,5597.87
1480,2023-06,2,13897.779999999999
1480,2023-07,1,7394.7
1480,2023-11,1,1015.48
1480,2024-02,1,2394.46
1480,2024-03,1,9043.22
1480,2024-09,1,215.22
1481,2022-09,1,2346.64
1481,2023-02,1,8036.96
1481,2023-03,1,4678.18
1481,2023-04,3,14507.470000000001
1481,2023-05,1,8721.99
1481,2023-07,1,5799.76
1481,2023-12,2,6054.6
1481,2024-01,1,3882.15
1481,2024-02,1,5748.08
1481,2024-03,1,5789.07
1481,2025-01,1,9865.25
1481,2025-03,1,1323.3
1482,2022-08,3,19015.440000000002
1482,2022-09,1,4186.55
1482,2022-12,1,7369.71
1482,2023-09,1,3765.28
1482,2023-10,1,216.4
1482,2024-02,1,3107.78
1482,2024-03,1,6793.97
1482,2024-04,2,8488.54
1482,2024-05,1,7477.39
1483,2022-06,1,2635.91
1483,2022-09,1,5441.71
1483,2022-11,1,1085.7
1483,2022-12,1,5858.27
1483,2023-01,1,5782.95
1483,2023-02,1,765.57
1483,2023-07,2,11148.300000000001
1483,2023-09,1,6593.69
1483,2023-12,1,3690.87
1483,2024-07,1,4343.25
1487,2023-08,1,7988.17
1487,2023-09,1,3566.27
1489,2023-06,1,9427.08
1489,2023-07,1,7065.92
1489,2024-06,1,8059.74
1489,2024-08,2,17474.83
1489,2024-11,1,2830.19
1489,2024-12,1,4000.75
1491,2023-02,1,7116.81
1491,2024-09,1,5509.37
1493,2022-08,1,6967.02
1493,2022-11,1,5231.3
1493,2023-03,1,7422.6
1493,2023-07,1,5371.22
1493,2023-08,1,6972.36
1493,2024-02,1,4703.26
1493,2024-03,1,1454.22
1493,2024-05,2,5141.41
1493,2024-07,1,2230.36
1493,2025-03,1,557.1
1494,2022-06,1,761.71
1494,2022-09,2,5587.28
1494,2022-12,1,3255.22
1494,2023-08,1,2720.78
1494,2024-02,1,4544.34
1494,2024-06,1,5773.79
1494,2024-10,1,4139.99
1494,2025-01,1,9363.61
1495,2022-05,1,1066.1
1495,2022-06,1,8456.33
1495,2023-04,1,7442.89
1495,2023-09,1,92.67
1495,2023-12,1,5630.92
1495,2024-01,1,5052.66
1495,2024-10,1,2827.42
1495,2024-11,1,3177.71
1495,2025-03,1,9312.72
1495,2025-04,1,3811.47
1497,2023-03,1,2574.43
1497,2023-10,1,2331.11
1497,2023-11,1,5888.62
1497,2024-02,1,615.13
1497,2025-03,1,5741.22
1498,2022-05,1,3302.78
1498,2022-07,1,5609.53
1498,2022-09,1,615.07
1498,2023-06,1,7419.96
1498,2023-10,1,4312.6
1498,2024-07,3,20882.82
1498,2024-09,1,6960.95
1498,2025-01,1,75.08
1498,2025-02,1,6313.78
1499,2023-12,1,350.2
1499,2024-09,1,9887.88
1499,2024-10,1,2301.29
1499,2024-12,1,1779.35
1501,2022-11,1,8428.57
1501,2023-04,1,4551.12
1501,2023-05,1,739.84
1501,2024-10,1,7842.78
1503,2022-09,1,7886.32
1503,2023-12,1,1493.58
1503,2024-03,1,5701.35
1503,2024-04,1,1868.85
1503,2024-11,1,4470.99
1504,2023-01,2,7633.57
1504,2024-01,1,4627.54
1505,2022-10,1,5877.59
1505,2023-01,1,4127.24
1505,2023-04,1,5548.93
1505,2023-06,1,2416.72
1505,2024-07,1,2354.45
1508,2022-05,1,8329.06
1508,2022-07,1,4673.29
1508,2023-05,1,8586.65
1508,2023-06,2,11327.02
1508,2023-08,1,8055.31
1508,2023-09,2,18009.61
1508,2024-01,1,8273.35
1508,2024-06,1,2416.48
1508,2024-07,1,3474.19
1509,2023-11,2,11221.900000000001
1509,2024-03,1,3204.36
1509,2025-03,1,1826.7
1511,2023-08,1,9505.82
1511,2024-01,1,2404.18
1511,2024-10,1,8564.66
1513,2022-07,1,5892.37
1513,2022-08,1,7465.33
1513,2022-09,1,162.51
1513,2022-10,1,9831.85
1513,2023-03,1,6150.26
1513,2024-08,1,1660.38
1513,2025-04,1,3664.53
1514,2022-05,1,2254.95
1514,2023-08,1,9896.65
1514,2023-09,1,2281.1
1514,2023-11,1,9328.75
1514,2024-05,1,1846.88
1514,2024-09,1,4682.37
1514,2025-02,2,9852.21
1514,2025-03,1,6361.68
1514,2025-04,1,6937.81
1515,2022-08,1,8666.69
1515,2023-02,1,6351.38
1515,2024-01,1,3567.59
1515,2025-04,1,1512.04
1516,2023-05,2,18101.699999999997
1516,2023-07,1,2070.12
1516,2023-10,1,2828.84
1516,2023-12,1,935.96
1516,2024-02,1,983.05
1516,2024-03,1,4343.65
1516,2024-05,1,6287.51
1516,2024-07,1,9391.45
1516,2024-11,1,2680.62
1516,2025-05,1,6734.94
1518,2023-01,1,4572.34
1518,2024-06,2,12013.53
1518,2025-05,1,9680.72
1519,2022-09,1,7732.33
1519,2023-03,1,376.71
1519,2023-04,1,7195.25
1519,2023-08,1,2721.08
1519,2023-10,1,2160.2
1519,2023-11,1,9615.52
1519,2023-12,1,7433.76
1519,2024-05,2,3974.0699999999997
1519,2024-06,1,1022.35
1521,2022-08,1,6489.03
1521,2024-08,2,7874.05
1521,2024-10,1,330.23
1521,2024-12,1,9184.61
1523,2022-10,1,3848.22
1523,2024-03,1,2571.31
1523,2024-06,2,4332.95
1523,2025-01,1,848.32
1525,2022-06,1,1882.14
1525,2022-08,3,14635.58
1525,2022-09,1,9476.18
1525,2023-04,1,2862.01
1525,2023-05,2,8900.06
1525,2023-06,1,6503.14
1525,2023-11,1,8359.93
1525,2024-05,2,13865.33
1525,2024-07,1,5049.58
1525,2024-12,1,3255.37
1525,2025-04,1,1561.44
1526,2022-09,2,10670.21
1526,2024-01,1,5369.24
1526,2024-02,1,1105.27
1526,2024-12,1,8551.62
1530,2022-10,1,5576.19
1530,2022-12,1,4264.92
1530,2023-03,1,2235.28
1530,2023-05,1,5720.52
1530,2023-07,1,5326.56
1530,2024-05,1,8931.94
1530,2025-01,2,11865.369999999999
1530,2025-04,2,13524.9
1533,2022-06,1,4341.11
1533,2022-07,1,8410.46
1533,2023-01,1,7061.88
1533,2023-02,1,6026.61
1533,2023-08,2,14322.23
1533,2023-09,1,2311.01
1533,2024-01,1,3340.99
1533,2024-04,1,5006.81
1533,2024-05,1,2815.63
1533,2024-10,1,9030.0
1533,2025-03,1,2592.7
1533,2025-04,1,5846.45
1534,2022-05,1,9538.72
1534,2023-09,1,929.94
1534,2023-12,1,8935.02
1534,2025-01,1,5245.51
1535,2024-01,1,5977.91
1535,2024-07,1,902.46
1535,2024-10,1,9047.83
1537,2024-09,1,7934.37
1537,2024-10,1,6655.57
1537,2025-01,1,6785.17
1539,2022-06,1,544.48
1539,2022-07,1,7587.22
1539,2022-10,1,4736.63
1539,2023-01,1,3806.12
1539,2023-12,2,9615.77
1539,2024-06,1,2011.01
1539,2024-09,1,7859.66
1539,2025-02,1,7359.55
1541,2022-05,1,2956.85
1541,2022-12,1,8491.65
1541,2023-02,1,1452.66
1541,2023-04,1,5485.54
1541,2023-07,1,8594.71
1541,2023-08,1,4319.93
1541,2024-01,1,2794.83
1541,2024-05,1,8245.39
1541,2024-11,1,4111.67
1542,2023-03,1,9141.2
1542,2023-06,2,8275.84
1542,2023-07,1,8939.35
1542,2023-12,1,2812.85
1542,2024-09,1,2069.65
1543,2022-05,1,6081.01
1543,2022-06,1,6981.95
1543,2022-09,1,6727.21
1543,2023-04,1,470.15
1543,2023-08,1,5311.0
1543,2023-09,2,14303.73
1543,2023-11,1,6085.72
1543,2024-01,1,3821.44
1543,2024-09,2,17089.27
1543,2024-11,1,2600.08
1543,2025-03,1,2602.07
1544,2022-12,1,3618.25
1544,2023-04,1,4005.61
1544,2023-12,1,9766.25
1544,2024-12,2,6807.0599999999995
1544,2025-02,1,4204.76
1544,2025-04,1,5088.24
1547,2022-05,1,7869.45
1547,2022-06,1,9290.92
1547,2022-10,1,4416.69
1547,2024-11,1,3464.22
1547,2025-02,1,1679.7
1548,2023-01,1,3379.03
1548,2023-03,1,1115.76
1548,2024-01,1,5221.65
1548,2024-07,1,9665.18
1551,2022-09,1,7440.53
1551,2023-11,1,3332.23
1551,2024-03,1,4617.33
1551,2024-04,2,18180.129999999997
1551,2024-11,2,9033.17
1551,2024-12,1,5344.43
1551,2025-02,1,2438.76
1551,2025-05,1,3864.21
1552,2023-05,1,983.81
1552,2024-02,1,3453.49
1552,2024-08,1,2987.8
1552,2025-04,1,3677.12
1553,2022-06,1,4037.62
1553,2022-07,1,3971.57
1553,2023-02,1,9946.51
1553,2024-07,1,5145.71
1553,2024-08,1,1393.77
1553,2025-05,1,1083.78
1554,2022-10,1,3111.91
1554,2022-12,1,9543.32
1554,2023-01,1,7046.78
1554,2023-02,1,6523.46
1554,2025-02,2,2442.75
1554,2025-03,1,8320.85
1556,2022-12,1,4374.65
1556,2023-03,2,9912.8
1556,2023-04,1,5451.34
1556,2023-08,1,3884.23
1556,2024-01,1,4758.39
1556,2024-10,1,2838.07
1556,2025-04,1,3141.14
1557,2022-07,1,790.59
1557,2022-09,1,5901.4
1557,2022-10,2,11841.92
1557,2022-11,1,4275.62
1557,2022-12,1,2792.98
1557,2023-04,1,3615.44
1557,2023-07,1,8303.71
1557,2023-10,1,3520.35
1557,2024-07,1,5021.36
1557,2025-02,2,9592.17
1557,2025-04,1,579.74
1557,2025-05,1,2804.76
1560,2024-01,1,2640.99
1560,2024-10,1,492.28
1560,2024-12,1,1196.49
1561,2022-08,1,5134.22
1561,2023-10,1,3628.17
1561,2024-07,1,1968.86
1561,2024-08,1,8841.75
1561,2024-09,1,356.49
1562,2023-02,1,6569.57
1562,2023-03,1,3750.89
1562,2024-06,1,8631.99
1562,2024-11,1,9104.21
1562,2025-04,1,4969.54
1563,2022-11,1,5168.27
1563,2023-06,1,8324.14
1563,2023-07,1,5357.5
1563,2023-08,1,3149.78
1563,2023-09,2,12195.619999999999
1563,2023-11,1,5637.61
1563,2024-05,1,5831.96
1564,2022-06,1,8191.18
1564,2024-03,2,16728.03
1564,2024-08,1,5761.49
1564,2025-02,1,4676.45
1565,2022-08,1,7702.14
1565,2022-11,1,9465.3
1565,2023-03,1,3790.0
1565,2023-06,1,7489.31
1565,2024-01,1,7396.11
1565,2024-09,1,4592.68
1565,2025-04,1,6698.08
1566,2022-05,1,7290.39
1566,2022-07,2,16252.99
1566,2022-08,1,8802.65
1566,2022-10,1,7002.26
1566,2023-02,1,3874.68
1566,2023-07,1,1602.18
1566,2024-03,1,4717.01
1566,2024-06,1,9066.6
1566,2024-07,1,8702.09
1566,2024-10,1,8590.31
1567,2023-03,1,925.38
1567,2024-11,1,7341.32
1567,2025-03,1,4679.49
1570,2022-07,2,8791.36
1570,2023-03,1,4690.59
1570,2023-09,1,633.12
1570,2023-11,1,4527.02
1570,2024-01,1,5425.64
1570,2024-04,1,3152.55
1570,2024-10,1,4826.71
1571,2022-05,1,4060.56
1571,2022-07,1,7982.49
1571,2022-10,1,7130.45
1571,2023-05,1,7716.41
1571,2023-07,1,3153.93
1571,2023-09,1,1065.29
1571,2024-03,1,1514.06
1571,2024-07,1,8373.4
1571,2024-09,1,2308.13
1572,2022-08,1,8610.0
1572,2022-11,1,7934.41
1572,2024-09,1,8226.43
1572,2024-10,1,599.87
1574,2022-10,1,4164.79
1574,2023-03,1,6845.9
1574,2023-08,1,6094.85
1574,2025-04,1,2710.5
1576,2022-08,1,6843.28
1576,2023-01,1,8905.02
1576,2023-12,1,2361.6
1576,2024-03,1,1134.37
1576,2024-07,1,598.74
1576,2024-12,1,8514.66
1576,2025-01,1,4231.86
1580,2023-02,1,9989.97
1580,2024-01,1,6723.11
1581,2023-02,1,8060.13
1581,2023-04,1,356.62
1581,2024-07,1,9356.93
1581,2024-11,1,3239.99
1583,2022-10,1,7227.35
1583,2023-05,1,9169.26
1583,2024-01,1,7459.08
1583,2025-01,1,974.17
1584,2022-10,1,1583.35
1584,2022-11,1,3599.58
1584,2022-12,2,3240.92
1584,2023-03,1,5800.54
1584,2023-05,1,9940.95
1584,2024-04,1,10.18
1584,2025-01,1,9118.04
1586,2023-06,1,7140.48
1586,2024-08,1,6361.96
1586,2024-12,1,8666.22
1586,2025-01,1,2330.16
1588,2022-12,1,4195.93
1588,2024-03,1,3189.14
1588,2024-05,1,4102.13
1588,2024-07,1,3194.28
1588,2025-02,1,5137.67
1588,2025-04,1,7457.63
1590,2022-05,1,7328.14
1590,2023-06,1,3305.58
1590,2024-06,1,7450.87
1590,2024-11,2,14213.970000000001
1591,2023-03,1,7440.33
1591,2023-04,1,2727.83
1591,2023-05,1,1395.8
1591,2023-12,1,7767.86
1592,2022-07,1,3007.79
1592,2022-12,2,9513.39
1592,2023-05,1,408.36
1592,2023-09,1,8627.97
1592,2023-10,1,4350.64
1592,2024-05,1,3292.27
1592,2024-09,1,8807.12
1592,2024-11,1,7127.69
1592,2025-03,1,576.8
1592,2025-04,1,6912.21
1594,2022-05,1,7359.81
1594,2022-06,1,5119.63
1594,2022-11,1,2013.35
1594,2023-05,1,1571.18
1594,2023-06,1,5184.75
1594,2023-10,1,8731.17
1594,2023-11,3,18578.239999999998
1594,2024-02,1,627.84
1594,2024-04,1,6020.37
1594,2024-05,2,10775.619999999999
1594,2024-09,1,4321.52
1594,2024-11,1,8613.75
1594,2024-12,1,1676.51
1594,2025-01,1,2320.8
1594,2025-03,1,1868.68
1595,2023-03,1,6881.28
1595,2023-07,1,6753.4
1595,2023-11,1,481.07
1595,2024-06,1,4912.52
1595,2024-08,2,7813.51
1595,2024-10,1,4898.37
1596,2022-06,1,5334.26
1596,2022-11,1,2536.19
1596,2023-04,1,2160.31
1596,2023-11,1,8627.25
1596,2024-01,1,993.84
1598,2023-01,1,54.57
1598,2024-04,1,1883.55
1598,2025-04,2,6031.0
1599,2022-05,1,9400.09
1599,2022-09,1,2919.56
1599,2023-01,1,7216.44
1599,2023-02,1,8476.87
1599,2025-03,1,8778.24
1600,2022-09,1,573.05
1600,2023-10,1,9431.71
1600,2023-11,1,4433.95
1600,2024-06,1,191.95
1600,2025-04,1,1696.89
1602,2022-05,1,9978.22
1602,2023-04,1,8663.74
1602,2023-06,1,3070.29
1602,2024-01,1,7644.23
1602,2024-04,1,5819.73
1603,2022-05,1,6477.6
1603,2022-08,2,5444.03
1603,2022-12,1,3661.78
1603,2023-01,1,51.93
1603,2023-03,1,4615.86
1603,2023-07,2,7621.93
1603,2024-04,1,5281.71
1603,2024-09,1,7608.03
1604,2023-10,1,1540.57
1604,2024-08,1,398.66
1604,2024-09,1,7326.94
1604,2025-03,2,10321.619999999999
1605,2024-01,1,361.92
1605,2025-01,1,170.6
1606,2022-06,1,9163.32
1606,2022-07,1,1552.24
1606,2022-10,2,14345.0
1606,2022-11,1,9584.11
1606,2023-04,1,2161.22
1606,2023-08,1,2850.61
1606,2024-04,1,1622.02
1606,2024-05,1,8835.62
1606,2024-11,1,5071.73
1606,2025-01,1,6597.52
1607,2023-10,1,6032.72
1607,2024-04,1,8614.45
1607,2025-01,1,5830.29
1607,2025-02,1,6411.11
1608,2022-11,1,1371.18
1608,2023-03,1,5343.2
1608,2023-11,1,9187.32
1611,2022-06,1,3282.85
1611,2022-07,1,8538.46
1611,2024-04,1,6190.75
1611,2024-06,1,1021.46
1611,2024-08,1,9556.08
1612,2022-07,1,1917.34
1612,2022-09,1,7758.3
1612,2023-02,1,5443.3
1612,2023-03,1,5433.74
1612,2023-05,1,3906.03
1612,2023-11,1,2130.24
1612,2024-03,1,2339.14
1612,2024-04,1,6410.2
1612,2024-05,1,6599.09
1612,2024-08,2,5846.24
1616,2022-10,1,3737.54
1616,2023-12,2,12656.64
1616,2024-02,1,7879.52
1616,2025-02,1,8546.24
1618,2023-02,1,8095.87
1618,2023-06,1,2854.75
1618,2023-09,1,8511.07
1618,2024-06,1,6267.78
1620,2022-06,1,2658.11
